text,tokens,tags
"Registrar: Carlos Ramírez García, DNI 34714210, celular +51 952627226.","Registrar : Carlos Ramírez García , DNI 34714210 , celular + 51 952627226 .",O O B-NOMBRE B-APELLIDO I-APELLIDO O O B-DNI O O B-TELEFONO I-TELEFONO I-TELEFONO O
Soy José Ramírez Quispe; DNI 30395330; fecha de nacimiento 14 de marzo de 2004.,Soy José Ramírez Quispe ; DNI 30395330 ; fecha de nacimiento 14 de marzo de 2004 .,O B-NOMBRE B-APELLIDO I-APELLIDO O O B-DNI O O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
"Formulario: Carlos Pérez Ramírez, 40992396, +51 990042177, Jr. Flores 527, San Isidro, nacido el 26 de julio de 1973.","Formulario : Carlos Pérez Ramírez , 40992396 , + 51 990042177 , Jr . Flores 527 , San Isidro , nacido el 26 de julio de 1973 .",O O B-NOMBRE B-APELLIDO I-APELLIDO O B-DNI O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
"Contacto Lucía Pérez Rojas — +51 960191981 — Jr. Rojas 8151, San Borja — 97183615.","Contacto Lucía Pérez Rojas — + 51 960191981 — Jr . Rojas 8151 , San Borja — 97183615 .",O B-NOMBRE B-APELLIDO I-APELLIDO O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O B-DNI O
"María Rojas García; dirección Jr. Ramírez 3423, Miraflores; DNI 46219821.","María Rojas García ; dirección Jr . Ramírez 3423 , Miraflores ; DNI 46219821 .",B-NOMBRE B-APELLIDO I-APELLIDO O O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O O B-DNI O
"Lucía Rojas; dirección Jr. Rojas 6733, Lima; DNI 53606752.","Lucía Rojas ; dirección Jr . Rojas 6733 , Lima ; DNI 53606752 .",B-NOMBRE B-APELLIDO O O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O O B-DNI O
"Contacto Lucía Rojas — +51 986763742 — Av. Pérez 1891, San Borja — 92074794.","Contacto Lucía Rojas — + 51 986763742 — Av . Pérez 1891 , San Borja — 92074794 .",O B-NOMBRE B-APELLIDO O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O B-DNI O
Mi nombre es María Rojas García y mi DNI es 84853354.,Mi nombre es María Rojas García y mi DNI es 84853354 .,O O O B-NOMBRE B-APELLIDO I-APELLIDO O O O O B-DNI O
"Titular José Rojas Quispe, documento 92293489, vive en Jr. Rojas 7500, Lima.","Titular José Rojas Quispe , documento 92293489 , vive en Jr . Rojas 7500 , Lima .",O B-NOMBRE B-APELLIDO I-APELLIDO O O B-DNI O O O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O
"Juan Pérez Ramírez; teléfono +51 962756521; DNI 28160554; domicilio Psje. Quispe 7487, Lima.","Juan Pérez Ramírez ; teléfono + 51 962756521 ; DNI 28160554 ; domicilio Psje . Quispe 7487 , Lima .",B-NOMBRE B-APELLIDO I-APELLIDO O O B-TELEFONO I-TELEFONO I-TELEFONO O O B-DNI O O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O
"Actualiza: Carlos Flores, Calle Quispe 2786, Lima, +51 922103709, 71026547.","Actualiza : Carlos Flores , Calle Quispe 2786 , Lima , + 51 922103709 , 71026547 .",O O B-NOMBRE B-APELLIDO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O B-TELEFONO I-TELEFONO I-TELEFONO O B-DNI O
"Registrar: Ana Quispe García, DNI 80305568, celular +51 961551334.","Registrar : Ana Quispe García , DNI 80305568 , celular + 51 961551334 .",O O B-NOMBRE B-APELLIDO I-APELLIDO O O B-DNI O O B-TELEFONO I-TELEFONO I-TELEFONO O
"José Ramírez Flores; dirección Jr. Ramírez 940, San Borja; DNI 31759927.","José Ramírez Flores ; dirección Jr . Ramírez 940 , San Borja ; DNI 31759927 .",B-NOMBRE B-APELLIDO I-APELLIDO O O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O O B-DNI O
"Titular Ana Rojas, documento 48759467, vive en Jr. García 2255, Miraflores.","Titular Ana Rojas , documento 48759467 , vive en Jr . García 2255 , Miraflores .",O B-NOMBRE B-APELLIDO O O B-DNI O O O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O
"Formulario: José Rojas Ramírez, 82947490, +51 910771825, Psje. Flores 3653, Surco, nacido el 1 de agosto de 1999.","Formulario : José Rojas Ramírez , 82947490 , + 51 910771825 , Psje . Flores 3653 , Surco , nacido el 1 de agosto de 1999 .",O O B-NOMBRE B-APELLIDO I-APELLIDO O B-DNI O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
"Actualiza: Lucía García Pérez, Jr. Pérez 4656, Surco, +51 910882216, 90544341.","Actualiza : Lucía García Pérez , Jr . Pérez 4656 , Surco , + 51 910882216 , 90544341 .",O O B-NOMBRE B-APELLIDO I-APELLIDO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O B-TELEFONO I-TELEFONO I-TELEFONO O B-DNI O
"María Flores García; teléfono +51 956844649; DNI 97681338; domicilio Av. Flores 631, Surco.","María Flores García ; teléfono + 51 956844649 ; DNI 97681338 ; domicilio Av . Flores 631 , Surco .",B-NOMBRE B-APELLIDO I-APELLIDO O O B-TELEFONO I-TELEFONO I-TELEFONO O O B-DNI O O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O
"Formulario: José García Ramírez, 24614652, +51 965963010, Jr. Flores 4759, Surco, nacido el 25 de agosto de 1999.","Formulario : José García Ramírez , 24614652 , + 51 965963010 , Jr . Flores 4759 , Surco , nacido el 25 de agosto de 1999 .",O O B-NOMBRE B-APELLIDO I-APELLIDO O B-DNI O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
"Contacto Ana Pérez Flores — +51 987707540 — Calle García 1625, San Isidro — 71114408.","Contacto Ana Pérez Flores — + 51 987707540 — Calle García 1625 , San Isidro — 71114408 .",O B-NOMBRE B-APELLIDO I-APELLIDO O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O B-DNI O
Para el registro: Lucía Rojas; DNI 83882978; tel +51 918714202.,Para el registro : Lucía Rojas ; DNI 83882978 ; tel + 51 918714202 .,O O O O B-NOMBRE B-APELLIDO O O B-DNI O O B-TELEFONO I-TELEFONO I-TELEFONO O
"Titular José Pérez Flores, documento 38058347, vive en Av. García 9461, Surco.","Titular José Pérez Flores , documento 38058347 , vive en Av . García 9461 , Surco .",O B-NOMBRE B-APELLIDO I-APELLIDO O O B-DNI O O O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O
"Actualiza: Ana Ramírez, Calle Quispe 8708, Surco, +51 967318164, 48545627.","Actualiza : Ana Ramírez , Calle Quispe 8708 , Surco , + 51 967318164 , 48545627 .",O O B-NOMBRE B-APELLIDO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O B-TELEFONO I-TELEFONO I-TELEFONO O B-DNI O
Para el registro: María Rojas; DNI 79753731; tel +51 994806492.,Para el registro : María Rojas ; DNI 79753731 ; tel + 51 994806492 .,O O O O B-NOMBRE B-APELLIDO O O B-DNI O O B-TELEFONO I-TELEFONO I-TELEFONO O
"Contacto José García — +51 913219453 — Psje. Ramírez 2032, Miraflores — 25865493.","Contacto José García — + 51 913219453 — Psje . Ramírez 2032 , Miraflores — 25865493 .",O B-NOMBRE B-APELLIDO O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O B-DNI O
"Formulario: Lucía Quispe Ramírez, 85217695, +51 995564277, Jr. García 3396, San Isidro, nacido el 31 de mayo de 1981.","Formulario : Lucía Quispe Ramírez , 85217695 , + 51 995564277 , Jr . García 3396 , San Isidro , nacido el 31 de mayo de 1981 .",O O B-NOMBRE B-APELLIDO I-APELLIDO O B-DNI O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
"Registrar: José Pérez Quispe, DNI 10822924, celular +51 925278911.","Registrar : José Pérez Quispe , DNI 10822924 , celular + 51 925278911 .",O O B-NOMBRE B-APELLIDO I-APELLIDO O O B-DNI O O B-TELEFONO I-TELEFONO I-TELEFONO O
Mi nombre es María Quispe Rojas y mi DNI es 73686372.,Mi nombre es María Quispe Rojas y mi DNI es 73686372 .,O O O B-NOMBRE B-APELLIDO I-APELLIDO O O O O B-DNI O
Para el registro: Lucía Rojas; DNI 17519183; tel +51 979937264.,Para el registro : Lucía Rojas ; DNI 17519183 ; tel + 51 979937264 .,O O O O B-NOMBRE B-APELLIDO O O B-DNI O O B-TELEFONO I-TELEFONO I-TELEFONO O
Mi nombre es María Quispe Ramírez y mi DNI es 18886963.,Mi nombre es María Quispe Ramírez y mi DNI es 18886963 .,O O O B-NOMBRE B-APELLIDO I-APELLIDO O O O O B-DNI O
"María Rojas Flores; teléfono +51 925682621; DNI 89885300; domicilio Calle Ramírez 5252, Lima.","María Rojas Flores ; teléfono + 51 925682621 ; DNI 89885300 ; domicilio Calle Ramírez 5252 , Lima .",B-NOMBRE B-APELLIDO I-APELLIDO O O B-TELEFONO I-TELEFONO I-TELEFONO O O B-DNI O O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O
Soy Juan Flores Quispe; DNI 70653840; fecha de nacimiento 13 de enero de 1975.,Soy Juan Flores Quispe ; DNI 70653840 ; fecha de nacimiento 13 de enero de 1975 .,O B-NOMBRE B-APELLIDO I-APELLIDO O O B-DNI O O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
Para el registro: Juan García; DNI 69562350; tel +51 977913458.,Para el registro : Juan García ; DNI 69562350 ; tel + 51 977913458 .,O O O O B-NOMBRE B-APELLIDO O O B-DNI O O B-TELEFONO I-TELEFONO I-TELEFONO O
Para el registro: Lucía Pérez; DNI 51655640; tel +51 953934556.,Para el registro : Lucía Pérez ; DNI 51655640 ; tel + 51 953934556 .,O O O O B-NOMBRE B-APELLIDO O O B-DNI O O B-TELEFONO I-TELEFONO I-TELEFONO O
"Contacto Juan Ramírez Pérez — +51 910551617 — Calle García 9836, Lima — 25547243.","Contacto Juan Ramírez Pérez — + 51 910551617 — Calle García 9836 , Lima — 25547243 .",O B-NOMBRE B-APELLIDO I-APELLIDO O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O B-DNI O
"Actualiza: Juan Ramírez Quispe, Calle Ramírez 3538, San Isidro, +51 987518768, 13017249.","Actualiza : Juan Ramírez Quispe , Calle Ramírez 3538 , San Isidro , + 51 987518768 , 13017249 .",O O B-NOMBRE B-APELLIDO I-APELLIDO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O B-TELEFONO I-TELEFONO I-TELEFONO O B-DNI O
"Datos: José Quispe Rojas — 25790828 — +51 946595028 — Jr. Flores 4583, Lima.","Datos : José Quispe Rojas — 25790828 — + 51 946595028 — Jr . Flores 4583 , Lima .",O O B-NOMBRE B-APELLIDO I-APELLIDO O B-DNI O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O
"Formulario: Carlos Flores Pérez, 57018904, +51 983734610, Calle Quispe 2419, San Isidro, nacido el 2 de octubre de 1995.","Formulario : Carlos Flores Pérez , 57018904 , + 51 983734610 , Calle Quispe 2419 , San Isidro , nacido el 2 de octubre de 1995 .",O O B-NOMBRE B-APELLIDO I-APELLIDO O B-DNI O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
"Datos: María Pérez Quispe — 82555030 — +51 969545378 — Av. Flores 575, San Borja.","Datos : María Pérez Quispe — 82555030 — + 51 969545378 — Av . Flores 575 , San Borja .",O O B-NOMBRE B-APELLIDO I-APELLIDO O B-DNI O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O
Mi nombre es Juan García Rojas y mi DNI es 62602177.,Mi nombre es Juan García Rojas y mi DNI es 62602177 .,O O O B-NOMBRE B-APELLIDO I-APELLIDO O O O O B-DNI O
"Datos: Ana Pérez — 20542212 — +51 972504573 — Jr. García 7772, Lima.","Datos : Ana Pérez — 20542212 — + 51 972504573 — Jr . García 7772 , Lima .",O O B-NOMBRE B-APELLIDO O B-DNI O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O
"Titular Ana Rojas, documento 73155598, vive en Jr. Flores 4327, San Isidro.","Titular Ana Rojas , documento 73155598 , vive en Jr . Flores 4327 , San Isidro .",O B-NOMBRE B-APELLIDO O O B-DNI O O O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O
"Ana Quispe; dirección Psje. García 1170, San Borja; DNI 53588695.","Ana Quispe ; dirección Psje . García 1170 , San Borja ; DNI 53588695 .",B-NOMBRE B-APELLIDO O O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O O B-DNI O
Para el registro: Lucía Flores Quispe; DNI 56790372; tel +51 991126594.,Para el registro : Lucía Flores Quispe ; DNI 56790372 ; tel + 51 991126594 .,O O O O B-NOMBRE B-APELLIDO I-APELLIDO O O B-DNI O O B-TELEFONO I-TELEFONO I-TELEFONO O
"Contacto Juan Ramírez García — +51 981503899 — Psje. Rojas 9775, San Borja — 50549608.","Contacto Juan Ramírez García — + 51 981503899 — Psje . Rojas 9775 , San Borja — 50549608 .",O B-NOMBRE B-APELLIDO I-APELLIDO O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O B-DNI O
"Formulario: María Rojas Ramírez, 18866414, +51 955729880, Jr. Ramírez 9782, San Borja, nacido el 8 de marzo de 2005.","Formulario : María Rojas Ramírez , 18866414 , + 51 955729880 , Jr . Ramírez 9782 , San Borja , nacido el 8 de marzo de 2005 .",O O B-NOMBRE B-APELLIDO I-APELLIDO O B-DNI O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
Soy Carlos Pérez; DNI 41696096; fecha de nacimiento 17 de febrero de 1975.,Soy Carlos Pérez ; DNI 41696096 ; fecha de nacimiento 17 de febrero de 1975 .,O B-NOMBRE B-APELLIDO O O B-DNI O O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
"Formulario: Carlos Pérez García, 69755911, +51 933645674, Calle Rojas 1240, Surco, nacido el 17 de noviembre de 1974.","Formulario : Carlos Pérez García , 69755911 , + 51 933645674 , Calle Rojas 1240 , Surco , nacido el 17 de noviembre de 1974 .",O O B-NOMBRE B-APELLIDO I-APELLIDO O B-DNI O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
El DNI es 53943990; el titular Carlos Rojas; nació el 20 de enero de 1996.,El DNI es 53943990 ; el titular Carlos Rojas ; nació el 20 de enero de 1996 .,O O O B-DNI O O O B-NOMBRE B-APELLIDO O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
El DNI es 30027490; el titular Juan Ramírez; nació el 11 de octubre de 1978.,El DNI es 30027490 ; el titular Juan Ramírez ; nació el 11 de octubre de 1978 .,O O O B-DNI O O O B-NOMBRE B-APELLIDO O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
"Datos: Ana Quispe — 86541203 — +51 950876026 — Psje. Ramírez 5740, Lima.","Datos : Ana Quispe — 86541203 — + 51 950876026 — Psje . Ramírez 5740 , Lima .",O O B-NOMBRE B-APELLIDO O B-DNI O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O
Mi nombre es Carlos Rojas y mi DNI es 27120235.,Mi nombre es Carlos Rojas y mi DNI es 27120235 .,O O O B-NOMBRE B-APELLIDO O O O O B-DNI O
"Contacto Carlos Quispe — +51 947877483 — Av. Flores 7173, Surco — 24723458.","Contacto Carlos Quispe — + 51 947877483 — Av . Flores 7173 , Surco — 24723458 .",O B-NOMBRE B-APELLIDO O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O B-DNI O
El DNI es 61212793; el titular José Rojas; nació el 28 de marzo de 1976.,El DNI es 61212793 ; el titular José Rojas ; nació el 28 de marzo de 1976 .,O O O B-DNI O O O B-NOMBRE B-APELLIDO O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
"Datos: Carlos Quispe Rojas — 30705405 — +51 948717904 — Jr. Flores 290, Lima.","Datos : Carlos Quispe Rojas — 30705405 — + 51 948717904 — Jr . Flores 290 , Lima .",O O B-NOMBRE B-APELLIDO I-APELLIDO O B-DNI O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O
Mi nombre es María Rojas y mi DNI es 98305426.,Mi nombre es María Rojas y mi DNI es 98305426 .,O O O B-NOMBRE B-APELLIDO O O O O B-DNI O
"Contacto Carlos Pérez — +51 970987778 — Psje. Pérez 7473, San Borja — 34131995.","Contacto Carlos Pérez — + 51 970987778 — Psje . Pérez 7473 , San Borja — 34131995 .",O B-NOMBRE B-APELLIDO O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O B-DNI O
"Datos: María García Pérez — 76861495 — +51 941776042 — Calle Rojas 9048, Surco.","Datos : María García Pérez — 76861495 — + 51 941776042 — Calle Rojas 9048 , Surco .",O O B-NOMBRE B-APELLIDO I-APELLIDO O B-DNI O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O
Mi nombre es Juan Ramírez Quispe y mi DNI es 25188664.,Mi nombre es Juan Ramírez Quispe y mi DNI es 25188664 .,O O O B-NOMBRE B-APELLIDO I-APELLIDO O O O O B-DNI O
"Contacto Carlos Quispe — +51 979383794 — Av. Pérez 1549, Miraflores — 72402697.","Contacto Carlos Quispe — + 51 979383794 — Av . Pérez 1549 , Miraflores — 72402697 .",O B-NOMBRE B-APELLIDO O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O B-DNI O
El DNI es 20479977; el titular Ana Ramírez; nació el 31 de diciembre de 1993.,El DNI es 20479977 ; el titular Ana Ramírez ; nació el 31 de diciembre de 1993 .,O O O B-DNI O O O B-NOMBRE B-APELLIDO O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
Mi nombre es Lucía Rojas Pérez y mi DNI es 54495054.,Mi nombre es Lucía Rojas Pérez y mi DNI es 54495054 .,O O O B-NOMBRE B-APELLIDO I-APELLIDO O O O O B-DNI O
"Contacto Carlos Ramírez — +51 944956086 — Av. Ramírez 7852, Surco — 85659375.","Contacto Carlos Ramírez — + 51 944956086 — Av . Ramírez 7852 , Surco — 85659375 .",O B-NOMBRE B-APELLIDO O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O B-DNI O
"Formulario: Juan Quispe, 93794410, +51 913663887, Calle Rojas 1451, Miraflores, nacido el 5 de septiembre de 1992.","Formulario : Juan Quispe , 93794410 , + 51 913663887 , Calle Rojas 1451 , Miraflores , nacido el 5 de septiembre de 1992 .",O O B-NOMBRE B-APELLIDO O B-DNI O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
"Registrar: José Pérez Quispe, DNI 46939015, celular +51 944488013.","Registrar : José Pérez Quispe , DNI 46939015 , celular + 51 944488013 .",O O B-NOMBRE B-APELLIDO I-APELLIDO O O B-DNI O O B-TELEFONO I-TELEFONO I-TELEFONO O
"Formulario: Ana Rojas Quispe, 33541704, +51 945064728, Jr. Rojas 3062, Surco, nacido el 27 de junio de 1971.","Formulario : Ana Rojas Quispe , 33541704 , + 51 945064728 , Jr . Rojas 3062 , Surco , nacido el 27 de junio de 1971 .",O O B-NOMBRE B-APELLIDO I-APELLIDO O B-DNI O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
Para el registro: Juan Pérez; DNI 30689702; tel +51 976565050.,Para el registro : Juan Pérez ; DNI 30689702 ; tel + 51 976565050 .,O O O O B-NOMBRE B-APELLIDO O O B-DNI O O B-TELEFONO I-TELEFONO I-TELEFONO O
El DNI es 17291483; el titular María Ramírez Quispe; nació el 25 de octubre de 1990.,El DNI es 17291483 ; el titular María Ramírez Quispe ; nació el 25 de octubre de 1990 .,O O O B-DNI O O O B-NOMBRE B-APELLIDO I-APELLIDO O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
Soy Lucía Ramírez Pérez; DNI 41361490; fecha de nacimiento 17 de octubre de 1993.,Soy Lucía Ramírez Pérez ; DNI 41361490 ; fecha de nacimiento 17 de octubre de 1993 .,O B-NOMBRE B-APELLIDO I-APELLIDO O O B-DNI O O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
Soy Juan Rojas Ramírez; DNI 52371009; fecha de nacimiento 15 de noviembre de 2007.,Soy Juan Rojas Ramírez ; DNI 52371009 ; fecha de nacimiento 15 de noviembre de 2007 .,O B-NOMBRE B-APELLIDO I-APELLIDO O O B-DNI O O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
Soy Carlos Quispe; DNI 54958564; fecha de nacimiento 19 de julio de 1987.,Soy Carlos Quispe ; DNI 54958564 ; fecha de nacimiento 19 de julio de 1987 .,O B-NOMBRE B-APELLIDO O O B-DNI O O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
"Actualiza: Ana Ramírez, Calle Ramírez 3047, San Isidro, +51 936162482, 89017236.","Actualiza : Ana Ramírez , Calle Ramírez 3047 , San Isidro , + 51 936162482 , 89017236 .",O O B-NOMBRE B-APELLIDO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O B-TELEFONO I-TELEFONO I-TELEFONO O B-DNI O
Mi nombre es Ana García Ramírez y mi DNI es 65196875.,Mi nombre es Ana García Ramírez y mi DNI es 65196875 .,O O O B-NOMBRE B-APELLIDO I-APELLIDO O O O O B-DNI O
"Contacto José García Ramírez — +51 922340150 — Av. Pérez 3652, Surco — 93134088.","Contacto José García Ramírez — + 51 922340150 — Av . Pérez 3652 , Surco — 93134088 .",O B-NOMBRE B-APELLIDO I-APELLIDO O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O B-DNI O
"Registrar: Ana García, DNI 91159552, celular +51 927435856.","Registrar : Ana García , DNI 91159552 , celular + 51 927435856 .",O O B-NOMBRE B-APELLIDO O O B-DNI O O B-TELEFONO I-TELEFONO I-TELEFONO O
"Contacto María Rojas García — +51 970860191 — Calle Rojas 5398, San Isidro — 95735668.","Contacto María Rojas García — + 51 970860191 — Calle Rojas 5398 , San Isidro — 95735668 .",O B-NOMBRE B-APELLIDO I-APELLIDO O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O B-DNI O
"Registrar: José Rojas, DNI 62155724, celular +51 954648162.","Registrar : José Rojas , DNI 62155724 , celular + 51 954648162 .",O O B-NOMBRE B-APELLIDO O O B-DNI O O B-TELEFONO I-TELEFONO I-TELEFONO O
"Registrar: Lucía Flores, DNI 91913332, celular +51 962698503.","Registrar : Lucía Flores , DNI 91913332 , celular + 51 962698503 .",O O B-NOMBRE B-APELLIDO O O B-DNI O O B-TELEFONO I-TELEFONO I-TELEFONO O
"Lucía Ramírez García; teléfono +51 944761889; DNI 69268093; domicilio Av. García 1294, Lima.","Lucía Ramírez García ; teléfono + 51 944761889 ; DNI 69268093 ; domicilio Av . García 1294 , Lima .",B-NOMBRE B-APELLIDO I-APELLIDO O O B-TELEFONO I-TELEFONO I-TELEFONO O O B-DNI O O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O
"Contacto José García — +51 929978882 — Av. García 6497, San Isidro — 76800348.","Contacto José García — + 51 929978882 — Av . García 6497 , San Isidro — 76800348 .",O B-NOMBRE B-APELLIDO O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O B-DNI O
